index,player,tweet,score
579,Clelin Ferrell,Am I the only one peeping how Clelin Ferrell ( #96 ) holding is helmet? ,-1
580,Jordan Davis, Jordan Davis to the Packers.  3 Georgia defenders in the 1st round 😎,-1
581,Treylon Burks,"Tennessee Titans post-draft depth chart: Where Malik Willis, Treylon Burks fall in pecking order ",-1
582,Rashod Bateman,"The smoke has cleared after the draft so lets take a spin through the Rashod Bateman profile and what landing in Baltimore means for his fantasy outlook. 

Let's Dive In. ",-1
583,Tua Tagovailoa,Tua Tagovailoa picks his Dolphins jersey number since No. 13 is not an option ,-1
584,Drake London, Drake londo,-1
585,Jalen Reagor,"On the latest Eagle Eye podcast,  and  welcome in  Lance Zierlein to talk about Jalen Reagor, Hurts and some later-round and undrafted players to watch.
",-1
586,Josh Jacobs,"10 team 2 QB, 0.5 PPR, TE 1.5 PPR draft 

1.01 - Josh Jacobs
1.03 - TJ Hockenson
1.09 - DK Metcalf (wanted some shares, sue me)
2.01 - Darrell Henderson
3.02 - Andy Isabella

Reached on TJ and DH as they wouldn't have come back around to me.",-1
587,Zaven Collins,"Zaven Collins chora ao ser draftado, promete Super Bowl e se empolga: ""Nós vamos matar todo mundo"" -  ",-1
588,L.J. Collier,Seahawks Draft Grades: All 7 Rounds From The 2019 NFL Draft Feat. L.J. Collier &amp; D.K. Metcalf – Seattle Videos  ,-1
589,Kaiir Elam,Kaiir Elam is going to be a stud. Bills got a dawg. Dad was a beast too.       ,-1
590,Ed Oliver, WEEKEND Score BIG with Mindy  all weekend. Auto entry for Ed Oliver  jersey. get your entries  ,-1
591,Josh Allen,  Josh Allen is winning this one!!!,-1
592,Tyler Smith, Tyler smith&gt;Austin Jackso,-1
593,Andre Dillard,ANDRE DILLARD IS FIRST ROUND'S BIGGEST STEAL | EAGLES FILM ROOM  via ,-1
594,Jalen Reagor,"  

TOP NFL OFFENSES 

1. Chiefs 
2. Buccaneers 
3. Eagles 
4. Cowboys 
5. Ravens 

* with Desean Jackson coming back and adding Marquise Goodwin and Jalen Reagor speed is going to pose a HUGE TREAT to defenses and open the ENTIRE field for wentz.",-1
595,CeeDee Lamb,Shannon on Michael Irvin: Cowboys will drafting CeeDee Lamb impact Dez B...  via  @_CeeDeeThree  ,-1
596,Trey Lance, Trey Lance is a bad idea.,-1
597,Garrett Wilson,2022 Ohio State Football: Garrett Wilson Draft Day [4K] ,-1
598,Damon Arnette,   Yup I'm gonna need that jersey ASAP lol dope pic for sure,-1
599,Jedrick Wills Jr.,"Cleveland  Comprehensive NFL Draft Review: Jedrick Wills Jr, OT Alabama
",-1
600,Josh Jacobs,Jon Gruden: Doug Martin will be great mentor to Josh Jacobs – ProFootballTalk ,-1
601,Tytus Howard,"Biggest Round 1 reaches of the  

Giants &amp; Falcons - Every single 1st Round Pick (worst offenders)
Seahawks - LJ Collier 
Raiders - Clelin Ferrell
Texans  - Tytus Howard
Packers - Darnell Savage Jr.",-1
602,Ahmad Gardner,. calls   ‘franchise changing’: Ahmad Gardner () will be Robert Saleh’s ‘’ + Garrett Wilson () will be ’s  ‘GW will be most impactful WR in this class’: 🎥    👀 ,-1
603,Ja'Marr Chase,"   Top 5 offense? Burrow played what, 6 games? Ja Marr Chase has never taken a snap in the NFL",-1
604,Jonah Williams, /deletes Clelin Ferrell vs. Jonah Williams tweets,-1
605,Odafe Oweh,"""[Odafe] Oweh’s decision to start using his given name didn’t attract much national attention, but it’s one of the most important things he’ll ever do.
""He reclaimed his identity.""
Love this read from the homie JJT ",-1
606,Isaiah Simmons,Budda Baker &amp; Isaiah Simmons about to be on some nut shit 🥴,-1
607,Jaylen Waddle,"via 

Trades to move up for O skill position players in the  (thread)

1. Trey Lance🚀 
2. Jaylen Waddle🚀
3. DeVonta Smith
4. Justin Fields🚀
5. Javonte Williams
6. Amari Rodgers🚀
7. Trey Sermon🚀
8. Nico Collins
9. Dez Fitzpatrick
10. Noah Gray",-1
608,Jedrick Wills Jr.,"If Jedrick Wills Jr. wanted to have his number retired in Cleveland someday, he should’ve chosen No. 67. It’s the most pitiful number in our city’s sports history. Final Thoughts on a Friday...

And there’s a 90-day free trial offer inside.  ",-1
609,Josh Jacobs, Nah he should drop. Ill prolly be looking at josh Jacobs or David Montgomery at 2 if i stay put,-1
610,Christian Darrisaw,Meet The Pick: Behind-the-Scenes of Christian Darrisaw's First Day as a ...  via ,-1
611,N'Keal Harry,N’Keal Harry rated as No. 1 rookie by Fantasy Pros ,-1
612,L.J. Collier,"L.J. Collier is a rugged, powerful SOB whose intensity never wavers, and he struggles to bend the knees.

He's Tormund Giantsbane.

Breakdown coming today 👀 ",-1
613,Travis Etienne," They’ll compliment each other in the sense that Travis Etienne will catch a bunch of passes, run for a bunch of yards, score a bunch of TDs and then James Robinson will sit on the bench and say “nice work bro”",-1
614,Tyler Linderbaum,"...
16. Jahan Dotson WAS - STUD
17. Zion Johnson LAC - STUD
18. Treylon Burks TEN - AV
19. Trevor Penning NO - DUD
20. Kenny Pickett PIT - DUD
21. Trent McDuffie KC - AV
22. Quay Walker GB - STUD
23. Kaiir Elam BUF - STUD
24. Tyler Smith DAL - STUD
25. Tyler Linderbaum - AV",-1
615,Justin Herbert,"QB jersey numbers:

Joe Burrow: 9
Tua Tagovailoa: 1
Justin Herbert: 10
Jordan Love: 10",-1
616,Brandon Aiyuk,"Convencedme de que hay un cuerpo de receptores en la NFL mejor que el de los 49ers para yardas tras la recepción y os hago un Bizum de 10€

+ Jalen Hurd
+ Deebo Samuel
+ George Kittle
+ Brandon Aiyuk
+ Richie James 

Y seguro que me dejo a alguie",-1
617,Patrick Queen,"Rookie pick 2.09 is coming up. Do I go IDP, and if I do is it Patrick Queen or Chase Young? My LBs are solid and my DEs are pretty bad. I'm not loving the RB/WR options and Tua/Burrow are gone.",-1
618,Christian Darrisaw,"If Christian Darrisaw (very likely) and Wyatt Davis (question mark) slot in on the left side of Minnesota’s O-line immediately, they’ll be interesting in 2021.",-1
619,Jeff Gladney,"    I would have personally liked Winfield, McKinney, or Delpit at the slot... Even Jeff Gladney, but they must know something we don't. I think he is tough as hell, a ballhawk, and has good int return ability so let's see.",-1
620,Drake London,"Insider Details Why Falcons Drafted USC WR Drake London

",-1
621,Montez Sweat," Part 1

1. Arizona-Kyler Murray 
2. San Francisco-Nick Bosa 
3. N.Y Jets-Josh Allen 
4. Oakland-Quinnen Williams 
5. Tampa Bay-Devin White 
6. N.Y Giants-Rashan Gary 
7. Jacksonville-Jawaan Taylor 
8. Detroit-Montez Sweat 
9. Buffalo-Ed Oliver
10. Denver-Devin Bush",-1
622,Christian Darrisaw,"23. Christian Darrisaw A
24. Najee Harris C+
25. Travis Etienne C-
26. Greg Newsome II A-
27. Rashod Bateman A
28. Payton Turner B+
29. Eric Stokes C
30. Gregory Rousseau B+
31. Odafe Oweh B
32. Joe Tryon A",-1
623,Christian Darrisaw,"Interesting that apparently if we hadn't traded up for Justin Fields, we likely would've opted for Christian Darrisaw or Kadarius Toney at pick #20.

While I love both of those dudes as prospects, nothing beats coming away w/ Fields &amp; Jenkins.

",-1
624,Najee Harris,Najee Harris had 8k rushing yards in High School. 8k!!,-1
625,Dexter Lawrence,"  Dexter Lawrence at 340lb ran a faster 40 than your QB Haskins.  

😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂",-1
626,Tyler Smith,"2022 NFL Draft: Jaguars' Travon Walker, Cowboys' Tyler Smith among most questionable picks by all 32 teams - CBS Sports ",-1
627,Noah Fant,"     With the 11th pick in the   and I select Noah Fant TE Iowa 
 and  are otc",-1
628,Kaleb McGary,"I wonder what role former  QB coach Bush Hamdan served in the recruiting process between Atlanta and Kaleb McGary. And secondly, will McGary's experience in Hamdan's offense benefit him in any way in his rookie season?",-1
629,Kyler Murray," 2019 Select - Kyler Murray Prizm Redemption Autos (Cards Uni)
Silver #’ed to 49 - $400
Tie Dye #’ed to 25 - $650
Gold #’ed to 10 - $900

DM if interested 📩 ",-1
630,Tyler Linderbaum,"ICYMI:  joined  with  and  and reviewed the Ravens draft. Prisco gave them an A+ and is really high on David Ojabo and Tyler Linderbaum, but has questions of Kyle Hamilton.  ",-1
631,N'Keal Harry,  You should let me cop a few players. Like hicks Gilmore Brady n’keal harry David Andrews haha.,-1
632,Mac Jones,"   To Mr. Lawrence- Respectfully, I do not believe you are a top 5 QB in this draft. Mac Jones has accomplished more in his college career; simply look at the numbers! This should be him in a Jaguars jersey- disgraceful!",-1
633,Trevor Penning,"Con el pick 11 en la primera ronda toman a un OL que como bien comenté nos hace mucha falta, Trevor Penning de Northern Iowa ",-1
634,Alijah Vera-Tucker,"In his breakdown of new  OL Alijah Vera-Tucker,  says he has ‘anvils for hands’ and when he hits you, you move. Gotta love this left side with him and Becton, let’s go!   ✈️💪",-1
635,Isaiah Simmons, Isaiah Simmons.,-1
636,Trevor Lawrence,"If Trevor Lawrence isn’t waving around those luscious locks in a  endorsement, his agent is doing his job wrong. ",-1
637,Ed Oliver," Player Rankings...

Ed Oliver 4 (Taken 9)
Cody Ford 19 (38)
^Bills tried to trade into 20s for him 
Devin Singletary 81 (74)
Dawson Knox 88 (96)
Vosean Joseph 121 (147)
Jaquan Johnson 166 (181)
Daryl Johnson - Not Scouted (225)
Tommy Sweeney 154 (228)

👀👀👀",-1
638,Austin Jackson,Austin Jackson followed by Ramon Santiago is a top of the order that physically brings me pa,-1
639,Chris Lindstrom,"Colleges: Atlanta Falcons coach Dan Quinn has high praise for Chris Lindstrom
",-1
640,Tristan Wirfs,All I see is DOT not getting great effort on the backside defender this is why Tristan Wirfs instantly makes the running game better !!! ,-1
641,Jeff Gladney,"current  secondary, young, fast &amp; very hungry!! 🔥
  let's go!!  👀
LCB:
1 Mike Hughes
2 Cam Dantzler
3 Kris Boyd
SS:
1 Harrison Smith
2 Brian Cole II
FS:
1 Anthony Harris
2 Josh Metellus
RCB:
1 Jeff Gladney
2 Holton Hill
3 Harrison Hand ",-1
642,Eric Stokes,  Are you stupid hahahahaha Eric stokes was one of the top corners in college footba,-1
643,Tyler Smith,"💃 NEW PODCAST 💃 

A week ago today the Dallas Cowboys had just picked Tyler Smith. How was that perceived across the NFL?

Check out the latest GTB as  discusses with !

Apple: 
Spotify:  ",-1
644,Johnathan Abram,"Jon Gruden at the Combine said Joseph had ""asserted himself as a leader on our football team."" But the Raiders just used a first-round pick on safety Johnathan Abram and GM Mike Mayock said last week the option was ""a conversation we'll have with Karl."" ",-1
645,Brandon Aiyuk,"Post Draft Rookie WR Rankings:

Ceedee Lamb
Justin Jefferson
Jerry Jeudy
Jalen Reagor
Tee Higgins
Michael Pittman
Denzel Mims
Henry Ruggs
Brandon Aiyuk
Laviska Shenault",-1
646,Jordyn Brooks,"    Well right now I want to hear your thinking

I'm not saying there's not a good answer, I just want to know how it's any different than a team trading back to top of 2nd because of course Jordyn Brooks is going to be there, then Seattle surprises, and now you're w/out best optio",-1
647,Joe Burrow," Praying!  At this point, I think “herd immunity” is a better strategy.  I want to be in your restaurant eating a Joe Burrow, blacked Porterhouse with spicy, crawfish remoulade",-1
648,Jaycee Horn, Jaycee Hor,-1
649,Jordan Love, Jordan Love best college QB,-1
650,Jaycee Horn,"“He ain’t worried about who you are! This dude said he’ll go face to face with pops! This is a dude that’s a competitor... This is the type of player you want!”

 tells us why Jaycee Horn is THAT guy 😂 ",-1
651,K'Lavon Chaisson,Jaguars' K'Lavon Chaisson wants former LSU teammate Joe Burrow to be first sack: I'll 'take that fine'  ,-1
652,Christian Darrisaw,Minnesota Vikings Draft Review; Christian Darrisaw ,-1
653,Jonah Williams,"Congratulations 
11th pick in 1st round of 2019  Draft  Cincinnati selected OL Jonah Williams     🏈
 ",-1
654,Clyde Edwards-Helaire,"  Hardman, Mahomes, or Clyde Edwards-Helaire?",-1
655,Jordan Davis,I just do not understand how Jordan Davis is that big. ,-1
656,Devin Bush Jr.,"Rd 1 Snapshot Grades:
1. ARZ: Kyler Murray (C-)
2. SF: Nick Bosa (A+)
3. NYJ: Quinnen Williams  (A+)
4. OAK: Clelin Ferrell (C)
5. TB: Devin White (C)
6. NYG: Daniel Jones (D-)
7. JAX: Josh Allen (A)
8. DET: TJ Hockenson (B+)
9. BUF: Ed Oliver (A)
10. PIT: Devin Bush Jr (C-)",-1
657,Gregory Rousseau,"With the looming position battle at DE, Alec Schreck () discusses how Jerry Hughes can aid in the development of Buffalo's first-round pick Gregory Rousseau.

What do you think ?
",-1
658,Henry Ruggs III,"Henry Ruggs III😎 takes the hit after catch like a G and secured the TD!

Ruggs And Jeudy run a switch release concept from their bunch formation. Then ruggs runs a little out route.

Tua chooses To hit Ruggs for the TD!
i love how Ruggs gets his head around at top of his routes ",-1
659,Ed Oliver, WEEKEND  Score BIG with Mindy  all weekend. Auto entry for Ed Oliver  jersey. get your entries  ,-1
660,Ed Oliver, WEEKEND  Score BIG with Mindy  all weekend. Auto entry for Ed Oliver  jersey. get your entries  ,-1
661,Patrick Queen, Ravens w/ Patrick Queen against former teammate and now Bengals QB Joe Burrow..!,-1
662,Kayvon Thibodeaux, Announce Kayvon Thibodeaux betta,-1
663,Daniel Jones,      You have no problem saying Darnold is overrated but you are ready to crown Daniel Jones a HOF QB. You lack any reason or logic. How can anyone take you seriously when you lack any objectivity. I guess you consider Daniel Jones 52 TDs and 29 Interception in 3 years great. Lol!,-1
664,Jeffery Simmons,NFL execs divided on the Titans Jeffery Simmons pick ,-1
665,Quay Walker,Quay Walker dominating rookie camp today? Hehehehe yes please,-1
666,Kenny Pickett, Says more about Kenny Pickett,-1
667,Jamin Davis, Better than Jamin Davis,-1
668,AJ Terrell,"Same logic as ""jack of all trades"" vs ""master of none"". This is why I would have loved if Atlanta drafted CeeDee Lamb (not even considering that they reached for AJ Terrell).

Missed opportunity to arm Matt Ryan with Julio, Ridley, and Lamb through his twilight years. ",-1
669,Johnathan Abram,Can Johnathan Abram and Karl Joseph coexist as Raiders safeties?  via ,-1
670,Jordan Davis,"Nakobe Dean, Jordan Davis and Haason Reddick are here ",-1
671,George Karlaftis,"This week on The , Greg Mescall gears up for  Tournament and Division III National Championship action, finds an awesome AntiWave Goal of the Week and peeps Former  Athlete George Karlaftis () in the . 

 ",-1
672,Aidan Hutchinson, Aidan Hutchinson will have the best year for the 2023 Superbowl winner ,-1
673,Kenny Pickett,"1.07 - Kenny Pickett

I tried so hard to move up at every spot as Walker fell to 1.06 but was turned away and didn’t get him. Ended up with QB at this pick like I envisioned, my position of most need. I don’t like Pickett but he has the production profile and…",-1
674,Quinnen Williams,Recent trends say Jets' first-round pick Quinnen Williams will be a star - ESPN ⁦⁩  ,-1
675,Kenyon Green,"Jimbo Fisher on Texas A&amp;M first-round pick Kenyon Green: He has 'all the intangibles'  

 ",-1
676,Jerry Jeudy," Yesterday I looked through the 2016-2018 top 100 recruits and it made me sad. Rashan Gary was the #1 recruit in 2016. Below him? Nick Bosa, Derrick Brown and Ed Oliver. DPJ was the top receiver in 2017. Below him? Tee Higgins and Jerry Jeudy. So go Blue I guess",-1
677,Jaelan Phillips,He isn’t Charles Harris. Jaelan Phillips is polished and very good against the run in college. ,-1
678,Trevor Lawrence,"Primeiras imagens de Trevor Lawrence com a camisa do Jaguars. E aí, combinou? ",-1
679,Quinnen Williams,Check this story out Recent trends say Jets' first-round pick Quinnen Williams will be a star     ,-1
680,Jermaine Johnson,"Jermaine Johnson II, the next coming, is only 23 yrs old. ",-1
681,Andrew Thomas,"@_andrew__thomas  👍👍

Came out more like a bagel though.",-1
682,Clelin Ferrell, That’s just how I’ve heard it on broadcasts. Maybe he’ll pull a Clelin Ferrell on us.,-1
683,Devin White,Gotta order my Devin White jersey!,-1
684,Isaiah Simmons,"""I know this kid who lives down the street from me. I kind of a think he's a sleeper."" The inside story of how  landed newest Arizona Cardinal Isaiah Simmons: ",-1
685,Kwity Paye,"O GABARITO REAL AQUI FML
MVP: Josh Allen
OPOY: Dalvin Cook
DPOY: Myles Garrett
OROY: Kyle Pitts
DROY: Kwity Paye
CPOY: Saquon/CMC ",-1
686,Devin White, Devin White,-1
687,AJ Terrell," Its interesting. Lamb at 17 with who they had on the board was too good to pass up. 

How high were they really on AJ Terrell? I wonder where Kinlaw was on their board still.",-1
688,Kaleb McGary,Kaleb McGary NFL Draft 2019: Scouting Report for Atlanta Falcons' Pick - Bleacher Report NFL  via  ,-1
689,Mac Jones,"  Peter King also did they were going to take Mac Jones at 3.. they didn’t b/c he was never the guy there, but like Shanahan said, the Dolphins were willing to deal at 3 and they knew at 3, they could get who they wanted!",-1
690,Kenyon Green,"Mike Clay's 2021 vs 2022 Texans roster evaluation:

OL: 1.5 to 0.4
(Picked up AJ Cann + drafted Kenyon Green)

LB: 1.8 to 1.0 
(Brought back all starters. Added Reeves-Maybin + drafted Christian Harris)

RB: 0.8 to 0.3
(Added Marlon Mack + Dameon Pierce. Cut David Johnson) ",-1
691,AJ Terrell,"Film examples of doubles (thread)

Clemson are essentially running a fire zone blitz

The #2 pivots rather than run a dig when he sees MOFC

The outside receivers run stutter go’s

AJ Terrell doesn’t bail fast enough from his press alignment and gets completely beat ",-1
692,Charles Cross,"according to  ‘Top 150’ Big Board 

 had SEVEN out of nine draft picks in that top 100 

#22 - Charles Cross
#31 - Boye Mafe 
#33 - Kenneth Walker III
#64 - Abraham Lucas 
#79 - Tariq Woolen
#90 - Coby Bryant 
#150 - Bo Melton 

UNREAL job by JS/PC",-1
693,CeeDee Lamb,Still laughing at the people that wanted Dallas to draft a CB when CeeDee Lamb was on the board lmao ,-1
694,Charles Cross, When you guys were talking about the Charles Cross draft pick and then said “lineman are boring” I lost it🤣 lol good work on the podcast,-1
695,Alex Leatherwood,Alex Leatherwood: I’m Not Trippin’ about Critics ,-1
696,Patrick Queen,Patrick Queen is being compared to NFL legend ,-1
697,Alex Leatherwood, Alex Leatherwood,-1
698,Trey Lance,'How the hell did that happen?':  on Kyle Shanahan and the #49ers' meandering path to picking Trey Lance  via ,-1
699,T.J. Hockenson,Congrats to Noah fant and T.j. Hockenson for all you did for Iowa foot  For Iowa,-1
700,Patrick Queen,ICYMI: Seahawks GM John Schneider joined  with  and  to discuss why he chose to take Jordyn Brooks over Patrick Queen. Schneider stated that Brooks had a bit more versatility to play at multiple linebacker spots. ,-1
701,Justin Jefferson,"Strongly suggest all  read this article by  about  Rookie WR Justin Jefferson and why he’s more than just a slot WR

Thanks for sending my way  

",-1
702,Damon Arnette, I own  let me know if you want it.  Or anyone else want to buy it?   ,-1
703,Montez Sweat,  4.Josh Allen.    24. Montez Sweat  27.  Jonathan Abrams 40. Miles Sanders.     Edge rushing is addressed right away.  Abrams still brings a Secondary presence and Miles is a 3 Down back.,-1
704,Damon Arnette,                C'mon @__RUGGS    @_YoungTruth7        or any of the  players because they are all awesome in their own unique ways...😁😁 ,-1
705,Jerry Tillery,"１巡 DT Jerry Tillery
チームに不足していたインサイドラッシュを強化してくれる存在。パスラッシュgradeはクイネンと並んで今年のDTでは1番だとか。
ボサ&amp;イングラムの両EDGEは強力ですが、外からだけだと捕まらない場面も散見されていました。来季のパスラッシュはますます期待できそうです。",-1
706,Greg Newsome II,"ICYMI: ""No way, no how"" did  think 2021   haul would include Greg Newsome II and Jeremiah Owusu-Koramoah as GM Andrew Berry continued to revamp a defense the franchise knew needed to evolve.  ",-1
707,Daniel Jones,"Unless  produces an identified source for the person who asked QB Daniel Jones to try out at TE, I'm willing to wager that the individual who said it was either a) making a funny or b) jerking the reporter's chain. ",-1
708,Clyde Edwards-Helaire,Clyde Edwards Helaire is a BEAST! That is a,-1
709,T.J. Hockenson,"TE Rookie Rankings
1. T.J Hockenson (DET) 
2. Noah Fant (DEN)
3. Irv Smith (MIN) 
4. Kahale Warring (HOU)
5. Jace Sternberger (GB)
6. Josh Oliver (JAG)
7. Dawson Knox (BUF)
8. Foster Moreau (OAK)
9. Drew Sample (CIN)
10. Caleb Wilson (ARI)",-1
710,Trey Lance,"Yesterday, I added more rookies (Zach Wilson, Pete Werner, Trey Lance, Tutu Atwell, Justin Fields, and Jermar Johnson (Detroit Lions RB, Incase if you don’t know him)",-1
711,Lewis Cine,Lewis Cine ,-1
712,Deandre Baker,Deandre Baker has been showing out as well. Limited completions and playing as a true bump-and-run corner,-1
713,Rashawn Slater,"Day 5 of my utter disbelief that BOTH Rashawn Slater &amp; ASJ fell into the Chargers laps.

Where in the multiverse are we right now?!!",-1
714,Isaiah Simmons, Jaylon Smith versus Isaiah Simmons stephon tuitt vs Zack Martin Ronnie Stanley and Quenton Nelso,-1
715,Derek Stingley,"just found out Derek Stingley's grandfather was the guy that had his career ended by Jack Tatum

they have the same last name but I never made that connection lol ",-1
716,Micah Parsons, Micah Parsons,-1
717,Justin Fields,"If Chicago truly insists on sitting Justin Fields until he's deemed ready -- I bet it'll be week one -- then at least having a vet who started their rookie season to give insight to Fields is a good thing. 

Still, if Fields looks the part in training camp, start him. Period.",-1
718,DeVonta Smith,  DeVonta Smith... I feel like he’s a better overall receiver. He was the focal point of the passing game at Bama,-1
719,Kyle Pitts,"One week ago, Kyle Pitts became the highest-drafted tight end in NFL history 🤯💯 ",-1
720,Dwayne Haskins,Redskins QB Case Keenum on competing with Dwayne Haskins: 'This is no new game to me': ,-1
721,Clelin Ferrell,How Clelin Ferrell plans to earn respect within the Raiders locker room  ,-1
722,Noah Igbinoghene," Xavien howardz Byron Jones, and Noah Igbinoghene 😈",-1
723,Cole Strange,Cole strange ,-1
724,Jahan Dotson,"2.01 - Jahan Dotson

Easy choice with my #2 choice at 10 making it to 2.01. 1st round DC and good production profile sealed it in this part of the draft. Terry is in a contract year so a lot of potential value to be gained into year 2. Yearly improvement and showing up…",-1
725,Brandon Aiyuk,Why 49ers' Brandon Aiyuk reminds college coach of ex-Bear Earl Bennett | NBCS Bay Area ,-1
726,Alex Leatherwood,"Las Vegas Raiders first round draft pick, OT Alex Leatherwood joins Doug Gottlieb on The Doug Gottlieb Show. ",-1
727,Najee Harris,🚨 Steelers Podcast 🚨 an expert look at Najee Harris’ time at Alabama and what he can do for the Steelers ,-1
728,Jedrick Wills Jr.,"@_PeteSmith_ @_PeteSmith_  your credibility really took a hit when you want to keep. Freddie Kitchens as the  head coach but the tongue lashings you gave people for disagreeing was.....😕 
And now for you to scramble some B.S together for Jedrick Wills Jr is... ",-1
729,Jalen Reagor,Eagles Rookie Profile: 7 things to know about Jalen Reagor ,-1
730,Jordan Davis,Jordan davis is only a month older than me 🤣🤣🤣🤣🤣🤣 gtfohh ,-1
731,Brian Burns,"  Particularmente não tenho essa paixão pelo Josh Allen. Com Brian Burns na board achei ruim. Acho ele um bom pass rusher, mas muito incompleto para sete.",-1
732,Christian Wilkins,  Give me Christian Wilkins,-1
733,Najee Harris,"🚨TOP 5: Running Backs novatos para Fantasy Football en la NFL 2021:

1. Najee Harris - Steelers
2. Travis Etienne - Jaguars
3. Michael Carter - Jets
4. Javonte Williams - Denver
5. Trey Sermor - 49ers

🧵Abrimos hilo con proyección y potencial para 🧵 ",-1
734,Kaleb McGary,"You are a terrible person, looking for anything little thing to bring a person down... If you know anything about Washington football and Kaleb McGary you know this is far from the truth smh ",-1
735,Rashod Bateman,"One reason I don't buy the ""It was a mistake to move AJ Brown down rookie rankings based on his landing spot, so we shouldn't do it with Rashod Bateman"" is that we're not guaranteed Bateman is going to be AJ Brown. If you guaranteed that, he would be my WR2.",-1
736,Chris Olave,The moment you've all been waiting for! The XGBoost Classification model outputs probabilities that a WR reaches each tier class. And the 2022 rookie WR with the best odds to reach WR1 status is... Chris Olave 🔥   ,-1
737,Micah Parsons,"""If it's Dallas I'm going to cry, bro.""

This new video shows such a special moment for Micah Parsons and his family. 

",-1
738,Damon Arnette, @__RUGGS      @_YoungTruth7 ☝️🖤🎱,-1
739,Zion Johnson,You are going to LOVE Zion Johnson! Be sure to tune into the next  episode! ,-1
740,Jeff Okudah, jeff okudah or ceedee,-1
741,Lewis Cine,"   Så en lille difference mellem tabellerne, men i den størrelsesorden 👍 synes vi fik for lidt ud af handlen med Lions, men i sidste ende kan man jo bare håbe at Lewis Cine er så god som han ser ud til, og at Kyle Hamilton, som vi opgav ikke er den nye Ed Reed 😬",-1
742,Derrick Brown," Bro if every 3 technique in America isn’t wearing 0 I will be very disappointed.

I wish I would’ve saw Derrick Brown wearing 0",-1
743,Derrick Brown,Derrick Brown the best d-tackle in the NFL tweets soon come.,-1
744,Isaiah Wilson,The Tennessee Titans selected former  offensive tackle Isaiah Wilson to help progress their rushing attack. ,-1
745,Devin White,Sports News: NFL Network: Why Devin White Can Be a Day One Starter For the Buccaneers  ,-1
746,Lewis Cine,Vikings uni just looks right on former  () star Lewis Cine ,-1
747,Rashod Bateman," Rashod Bateman, WR1, Baltimore Ravens. Pro Bowler. El Justin Jefferson de su draft.",-1
748,Garrett Wilson,"POLL THREAD: 4 players, 3 polls each.
(1/12) Dynasty. Garrett Wilson was drafted 10th overall as the WR2 of the class",-1
749,Garrett Bradbury,Vikings Film Room: Everything top pick Garrett Bradbury brings to the table — good stuff here from ⁦⁩  ,-1
750,Rashawn Slater,  What about Rashawn Slater?,-1
751,Isaiah Simmons,Best two picks of draft was Isaiah Simmons to arizona and ceedee to Dallas,-1
752,Zach Wilson,"Zach Wilson’s Mom Credits NFL Draft For Huge Spike In Instagram Followers
",-1
753,Daxton Hill,Here’s what experts said about Cincinnati Bengals draft pick Daxton Hill.  ,-1
754,Brian Burns," Brian Burns got picked in the 1st rd and did less. Also, Polite from Florida was slow and didn’t even have a Co of that title and was a 3rd rd pick.",-1
755,Cole Strange,"New England Patriots
Round 1: Cole Strange G Chattanooga
I kept going back and forth between Strange and Marcus Jones, but went with the guard because of a higher team need at the position. Now lets see how far Strange can elevate his game.",-1
756,Kyle Hamilton,We really drafted Kyle Hamilton cuh lmao,-1
757,Chris Olave,"   Thanks! Well if you’re an Ohio State fan, two others guys who will be showing out are Garrett Wilson and Chris Olave! They’ll be moving the ball for sure!",-1
758,Jordyn Brooks,John Schneider says he’s not sure when Wright will be ready to play. It’s another reason Seattle picked Jordyn Brooks in round one.  | via ,-1
759,Josh Jacobs,"   Josh Jacobs top 10 talent .. we can agree to disagree on the safety , but he was exactly the safety they needed .. it’s about fits",-1
760,L.J. Collier,L.J. Collier embraces comparison to Michael Bennett: Michael Bennett made 39 sacks in his five seasons in Seattle. He went to three Pro Bowls. It is those expectations that L.J. Collier walked into the Seahawks’ front door as a first-round draft pick.… ,-1
761,T.J. Hockenson,"A week after the 1st round of the NFL Draft, hear what the boys think of the Lions choice, T.J. Hockenson, as they were live from Nashville!  Listen to BHP Episode 22 - ""Who is this guy!?"" (2019 NFL Draft Special) by Big Hill Podcast  on  ",-1
762,Tristan Wirfs,Tristan Wirfs accidentally leaving Tom Brady on 'delivered' in his Instagram DMs for 16 hours is hilarious.,-1
763,Aidan Hutchinson,Aidan Hutchinson Rookie Card RC Mic  ,-1
764,Ikem Ekwonu,"Panthers OT Ikem Ekwonu was Scott Fitterer's No. 1 prospect since March
",-1
765,Derek Stingley, Derek Stingley-&gt; Cleveland,-1
766,Kenneth Murray,"Los Angeles Chargers 2020 NFL Draft recap and reaction, Justin Herbert, Kenneth Murray, Josh Kelley &amp; our thoughts on the rest of the AFC West's draft, who won the draft and who lost, did we like or dislike, &amp; more!

Podcast: 
",-1
767,Lewis Cine,Paul Allen Shares His Thoughts On The Pick of Lewis Cine –  ,-1
768,Najee Harris,"From Antioch, CA, to Tuscaloosa, AL, and now to Pittsburgh, PA, Najee Harris' life is quite a story.

And you'll want to read 's latest about that story. Trust me: ",-1
769,Tristan Wirfs,"Pick #13 Bucs-Tristan Wirfs: A-

good size and length and is decently athletic. good fit for bucs. ",-1
